,0
0,1
1,0
2,0
3,0
4,1
5,1
6,0
7,1
8,0
9,1
10,0
11,0
12,1
13,1
14,1
15,0
16,0
17,1
18,1
19,1
20,0
21,0
22,0
23,0
24,1
25,1
26,0
27,1
28,1
29,0
30,0
31,1
32,1
33,0
34,0
35,0
36,1
37,1
38,0
39,1
40,0
41,0
42,1
43,0
44,0
45,1
46,1
47,0
48,1
49,0
50,1
51,1
52,1
53,0
54,0
55,1
56,1
57,0
58,1
59,0
60,0
61,1
62,0
63,0
64,1
65,1
66,0
67,0
68,1
69,1
70,0
71,0
72,1
73,0
74,0
75,1
76,0
77,0
78,1
79,1
80,1
81,0
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,1
91,0
92,1
93,0
94,0
95,1
96,0
97,0
98,0
99,0
100,1
101,1
102,0
103,1
104,1
105,1
106,0
107,1
108,1
109,0
110,0
111,0
112,1
113,0
114,0
115,1
116,1
117,0
118,0
119,1
120,0
121,1
122,0
123,1
124,1
125,0
126,1
127,0
128,1
129,1
130,0
131,0
132,1
133,1
134,0
135,0
136,0
137,1
138,0
139,0
140,0
141,1
142,1
143,0
144,0
145,1
146,1
147,0
148,1
149,0
150,0
151,0
152,0
153,0
154,0
155,1
156,0
157,0
158,0
159,1
160,0
161,1
162,0
163,0
164,0
165,1
166,0
167,1
168,0
169,0
170,1
171,1
172,0
173,0
174,0
175,0
176,1
177,1
178,1
179,1
180,0
181,0
182,0
183,0
184,1
185,1
186,0
187,0
188,0
189,1
190,1
191,0
192,0
193,1
194,0
195,1
196,0
197,0
198,0
199,1
200,0
201,1
202,0
203,0
204,0
205,0
206,1
207,0
208,1
209,0
210,1
211,0
212,1
213,0
214,0
215,1
216,0
217,1
218,0
219,1
220,1
221,1
222,1
223,1
224,0
225,0
226,1
227,1
228,1
229,0
230,0
231,1
232,1
233,0
234,1
235,1
236,0
237,0
238,0
239,1
240,1
241,0
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,0
250,1
251,1
252,0
253,1
254,1
255,1
256,0
257,0
258,0
259,0
260,1
261,1
262,0
263,0
264,0
265,1
266,1
267,0
268,1
269,1
270,0
271,0
272,0
273,1
274,0
275,1
276,0
277,1
278,1
279,0
280,1
281,0
282,0
283,0
284,0
285,1
286,0
287,0
288,0
289,0
290,0
291,0
292,1
293,0
294,0
295,0
296,0
297,0
298,1
299,0
300,1
301,1
302,1
303,1
304,0
305,0
306,0
307,1
308,0
309,1
310,0
311,0
312,0
313,1
314,1
315,0
316,1
317,0
318,1
319,0
320,0
321,0
322,1
323,0
324,1
325,0
326,0
327,1
328,1
329,1
330,1
331,0
332,1
333,0
334,0
335,1
336,1
337,1
338,0
339,1
340,1
341,0
342,1
343,1
344,0
345,1
346,0
347,0
348,1
349,1
350,1
351,1
352,1
353,0
354,0
355,1
356,1
357,0
358,0
359,0
360,1
361,0
362,0
363,1
364,0
365,1
366,1
367,0
368,0
369,0
370,1
371,0
372,1
373,0
374,0
375,1
376,0
377,1
378,1
379,1
380,0
381,1
382,0
383,0
384,0
385,1
386,1
387,1
388,1
389,0
390,1
391,0
392,1
393,0
394,1
395,0
396,1
397,1
398,0
399,0
400,0
401,0
402,1
403,1
404,1
405,0
406,1
407,0
408,1
409,1
410,0
411,0
412,1
413,0
414,0
415,1
416,0
417,1
418,1
419,0
420,1
421,1
422,1
423,0
424,1
425,1
426,0
427,0
428,0
429,1
430,0
431,1
432,0
433,1
434,0
435,1
436,0
437,1
438,0
439,0
440,1
441,0
442,0
443,0
444,0
445,1
446,0
447,1
448,0
449,1
450,1
451,1
452,0
453,0
454,1
455,0
456,0
457,0
458,0
459,0
460,1
461,1
462,0
463,1
464,1
465,0
466,1
467,0
468,1
469,1
470,0
471,0
472,1
473,1
474,0
475,0
476,1
477,0
478,1
479,0
480,1
481,1
482,0
483,0
484,1
485,1
486,0
487,1
488,1
489,0
490,1
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,0
500,0
501,1
502,1
503,0
504,0
505,0
506,0
507,0
508,1
509,0
510,0
511,0
512,1
513,1
514,0
515,1
516,1
517,1
518,0
519,1
520,1
521,1
522,1
523,0
524,0
525,0
526,1
527,0
528,0
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,0
538,1
539,1
540,0
541,0
542,1
543,1
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,0
553,1
554,0
555,1
556,0
557,0
558,0
559,1
560,1
561,0
562,0
563,1
564,1
565,1
566,0
567,1
568,0
569,1
570,0
571,0
572,0
573,1
574,0
575,1
576,1
577,1
578,0
579,1
580,1
581,0
582,1
583,0
584,0
585,1
586,1
587,0
588,0
589,1
590,0
591,1
592,0
593,0
594,0
595,1
596,1
597,1
598,0
599,0
600,0
601,1
602,1
603,0
604,1
605,0
606,0
607,0
608,0
609,0
610,1
611,1
612,1
613,1
614,0
615,0
616,0
617,1
618,1
619,1
620,1
621,1
622,0
623,0
624,0
625,0
626,1
627,0
628,1
629,0
630,0
631,1
632,0
633,1
634,1
635,1
636,1
637,1
638,0
639,0
640,1
641,1
642,0
643,0
644,1
645,1
646,1
647,1
648,1
649,1
650,0
651,1
652,0
653,0
654,0
655,1
656,0
657,1
658,0
659,0
660,1
661,1
662,0
663,0
664,1
665,1
666,1
667,1
668,0
669,1
670,0
671,1
672,0
673,1
674,1
675,0
676,0
677,1
678,0
679,0
680,1
681,0
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,0
690,0
691,0
692,1
693,1
694,0
695,0
696,1
697,0
698,0
699,1
700,1
701,0
702,1
703,0
704,1
705,0
706,1
707,0
708,0
709,0
710,0
711,1
712,0
713,1
714,1
715,0
716,0
717,1
718,0
719,1
720,0
721,0
722,1
723,0
724,1
725,1
726,0
727,0
728,1
729,1
730,0
731,0
732,0
733,0
734,0
735,1
736,0
737,1
738,1
739,1
740,0
741,0
742,0
743,0
744,1
745,0
746,0
747,1
748,0
749,0
750,0
751,1
752,1
753,1
754,0
755,0
756,1
757,1
758,0
759,0
760,0
761,1
762,1
763,0
764,1
765,1
766,1
767,0
768,0
769,1
770,1
771,1
772,1
773,0
774,0
775,1
776,1
777,1
778,1
779,1
780,0
781,0
782,0
783,1
784,1
785,1
786,1
787,0
788,0
789,0
790,0
791,0
792,1
793,0
794,0
795,0
796,1
797,0
798,1
799,0
800,0
801,0
802,0
803,1
804,0
805,1
806,0
807,1
808,0
809,1
810,1
811,1
812,1
813,0
814,1
815,0
816,0
817,0
818,1
819,1
820,1
821,0
822,0
823,0
824,1
825,1
826,1
827,1
828,0
829,0
830,1
831,1
832,0
833,1
834,1
835,1
836,1
837,0
838,1
839,1
840,1
841,1
842,1
843,1
844,0
845,1
846,1
847,0
848,0
849,0
850,1
851,1
852,1
853,1
854,0
855,0
856,0
857,0
858,1
859,1
860,1
861,0
862,1
863,0
864,1
865,0
866,0
867,0
868,0
869,0
870,1
871,0
872,1
873,1
874,0
875,0
876,1
877,1
878,1
879,0
880,1
881,1
882,0
883,0
884,1
885,1
886,0
887,1
888,1
889,0
890,1
891,0
892,1
893,0
894,1
895,0
896,1
897,1
898,0
899,1
900,1
901,0
902,1
903,0
904,1
905,1
906,0
907,1
908,1
909,1
910,0
911,1
912,1
913,1
914,0
915,1
916,1
917,1
918,1
919,0
920,1
921,0
922,0
923,0
924,0
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,1
938,0
939,1
940,1
941,0
942,0
943,0
944,1
945,0
946,0
947,0
948,1
949,1
950,0
951,0
952,1
953,1
954,1
955,1
956,0
957,0
958,1
959,0
960,1
961,1
962,0
963,0
964,0
965,1
966,1
967,1
968,1
969,0
970,1
971,0
972,1
973,0
974,1
975,0
976,0
977,0
978,0
979,1
980,0
981,0
982,1
983,1
984,1
985,0
986,0
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,0
995,1
996,0
997,1
998,1
999,0
1000,0
1001,0
1002,1
1003,1
1004,0
1005,1
1006,1
1007,1
1008,0
1009,1
1010,0
1011,1
1012,0
1013,0
1014,0
1015,0
1016,0
1017,1
1018,0
1019,1
1020,1
1021,0
1022,1
1023,0
1024,1
1025,1
1026,0
1027,0
1028,1
1029,1
1030,1
1031,1
1032,0
1033,0
1034,1
1035,1
1036,0
1037,1
1038,1
1039,0
1040,0
1041,1
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,1
1053,0
1054,0
1055,1
1056,0
1057,0
1058,1
1059,1
1060,0
1061,1
1062,1
1063,0
1064,0
1065,1
1066,0
1067,0
1068,1
1069,0
1070,0
1071,0
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,1
1079,1
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,1
1087,1
1088,1
1089,0
1090,1
1091,1
1092,1
1093,0
1094,1
1095,0
1096,1
1097,0
1098,1
1099,0
1100,0
1101,1
1102,1
1103,1
1104,0
1105,0
1106,0
1107,0
1108,0
1109,1
1110,0
1111,1
1112,0
1113,1
1114,0
1115,1
1116,0
1117,0
1118,1
1119,1
1120,0
1121,1
1122,1
1123,0
1124,1
1125,1
1126,0
1127,1
1128,0
1129,0
1130,1
1131,1
1132,0
1133,0
1134,0
1135,0
1136,1
1137,0
1138,1
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,1
1146,1
1147,0
1148,0
1149,0
1150,1
1151,0
1152,1
1153,1
1154,0
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,0
1169,0
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,0
1179,1
1180,1
1181,0
1182,1
1183,1
1184,0
1185,1
1186,1
1187,1
1188,0
1189,1
1190,0
1191,1
1192,1
1193,0
1194,0
1195,1
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,1
1203,1
1204,0
1205,1
1206,0
1207,0
1208,1
1209,0
1210,0
1211,1
1212,1
1213,1
1214,1
1215,0
1216,0
1217,1
1218,0
1219,1
1220,0
1221,1
1222,0
1223,0
1224,1
1225,1
1226,1
1227,0
1228,0
1229,1
1230,1
