,0
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,1
12,0
13,1
14,1
15,0
16,0
17,1
18,0
19,1
20,1
21,1
22,1
23,0
24,0
25,1
26,0
27,1
28,1
29,0
30,1
31,0
32,0
33,1
34,0
35,1
36,1
37,1
38,0
39,0
40,1
41,1
42,1
43,1
44,1
45,1
46,0
47,1
48,1
49,0
50,0
51,1
52,0
53,1
54,1
55,1
56,0
57,1
58,1
59,1
60,0
61,0
62,0
63,1
64,1
65,0
66,1
67,0
68,0
69,1
70,0
71,0
72,1
73,0
74,1
75,0
76,0
77,1
78,1
79,1
80,1
81,1
82,0
83,1
84,0
85,0
86,1
87,1
88,0
89,0
90,0
91,1
92,1
93,1
94,0
95,0
96,1
97,1
98,1
99,0
100,1
101,1
102,1
103,0
104,0
105,0
106,0
107,0
108,1
109,1
110,0
111,0
112,1
113,1
114,1
115,1
116,0
117,1
118,0
119,0
120,0
121,1
122,0
123,1
124,0
125,1
126,1
127,1
128,1
129,1
130,1
131,0
132,0
133,0
134,1
135,0
136,1
137,1
138,0
139,0
140,0
141,0
142,1
143,0
144,0
145,1
146,0
147,0
148,0
149,0
150,0
151,0
152,1
153,1
154,0
155,1
156,1
157,1
158,0
159,0
160,0
161,0
162,1
163,0
164,1
165,1
166,1
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,1
175,0
176,1
177,1
178,1
179,0
180,1
181,1
182,1
183,1
184,0
185,1
186,1
187,0
188,1
189,1
190,0
191,1
192,0
193,0
194,1
195,1
196,0
197,1
198,1
199,1
200,1
201,1
202,1
203,0
204,0
205,1
206,0
207,1
208,0
209,0
210,1
211,0
212,1
213,0
214,0
215,0
216,0
217,1
218,1
219,0
220,0
221,1
222,1
223,0
224,1
225,0
226,0
227,1
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,1
236,1
237,1
238,0
239,1
240,0
241,1
242,0
243,0
244,1
245,0
246,0
247,0
248,0
249,1
250,0
251,1
252,1
253,0
254,0
255,1
256,0
257,1
258,0
259,1
260,1
261,1
262,0
263,1
264,0
265,0
266,1
267,1
268,1
269,0
270,1
271,1
272,0
273,1
274,0
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,0
284,0
285,1
286,0
287,1
288,1
289,0
290,0
291,1
292,1
293,1
294,1
295,1
296,0
297,1
298,0
299,1
300,0
301,1
302,1
303,1
304,0
305,1
306,0
307,1
308,1
309,0
310,1
311,0
312,0
313,0
314,0
315,1
316,0
317,0
318,0
319,1
320,0
321,0
322,1
323,1
324,0
325,0
326,1
327,0
328,1
329,1
330,1
331,1
332,0
333,1
334,0
335,0
336,0
337,0
338,1
339,1
340,1
341,1
342,1
343,0
344,0
345,0
346,0
347,0
348,1
349,1
350,1
351,1
352,0
353,0
354,1
355,1
356,1
357,0
358,1
359,1
360,0
361,1
362,0
363,1
364,1
365,1
366,0
367,0
368,1
369,1
370,1
371,1
372,0
373,1
374,1
375,1
376,1
377,0
378,0
379,1
380,1
381,1
382,1
383,0
384,0
385,0
386,1
387,1
388,1
389,0
390,0
391,0
392,1
393,1
394,1
395,1
396,0
397,0
398,1
399,0
400,1
401,1
402,1
403,1
404,0
405,1
406,0
407,1
408,0
409,0
410,0
411,0
412,0
413,1
414,1
415,0
416,0
417,1
418,0
419,1
420,1
421,1
422,1
423,1
424,0
425,1
426,0
427,0
428,0
429,1
430,1
431,1
432,1
433,0
434,1
435,1
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,1
444,1
445,1
446,0
447,0
448,1
449,0
450,1
451,0
452,0
453,0
454,1
455,0
456,0
457,1
458,0
459,0
460,1
461,0
462,1
463,1
464,1
465,0
466,0
467,0
468,1
469,1
470,1
471,0
472,1
473,0
474,0
475,0
476,0
477,1
478,1
479,0
480,1
481,1
482,1
483,1
484,0
485,1
486,0
487,0
488,0
489,0
490,0
491,1
492,1
493,1
494,0
495,0
496,1
497,0
498,0
499,0
500,0
501,0
502,1
503,0
504,1
505,1
506,0
507,1
508,1
509,0
510,1
511,1
512,0
513,1
514,0
515,0
516,0
517,1
518,0
519,0
520,0
521,1
522,0
523,1
524,0
525,1
526,0
527,0
528,1
529,0
530,0
531,0
532,1
533,0
534,0
535,1
536,0
537,0
538,0
539,0
540,1
541,1
542,0
543,0
544,1
545,1
546,0
547,1
548,1
549,0
550,0
551,0
552,0
553,1
554,0
555,0
556,0
557,1
558,1
559,1
560,0
561,1
562,0
563,0
564,0
565,1
566,1
567,1
568,0
569,0
570,0
571,1
572,1
573,0
574,0
575,1
576,0
577,1
578,1
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,1
590,0
591,0
592,1
593,1
594,0
595,0
596,1
597,0
598,1
599,0
600,1
601,1
602,1
603,0
604,1
605,0
606,0
607,0
608,1
609,0
610,1
611,0
612,0
613,1
614,0
615,0
616,0
617,0
618,0
619,1
620,1
621,1
622,0
623,0
624,1
625,0
626,0
627,0
628,0
629,1
630,1
631,0
632,0
633,1
634,1
635,0
636,1
637,0
638,0
639,0
640,1
641,1
642,1
643,0
644,1
645,0
646,1
647,1
648,1
649,0
650,1
651,1
652,0
653,1
654,1
655,1
656,1
657,1
658,0
659,0
660,1
661,0
662,0
663,1
664,0
665,0
666,1
667,1
668,0
669,0
670,0
671,1
672,1
673,1
674,1
675,0
676,1
677,1
678,0
679,1
680,0
681,1
682,1
683,0
684,0
685,1
686,1
687,0
688,1
689,0
690,0
691,0
692,0
693,0
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,0
703,0
704,0
705,0
706,0
707,1
708,1
709,0
710,1
711,0
712,1
713,0
714,1
715,1
716,1
717,1
718,0
719,0
720,0
721,0
722,1
723,1
724,0
725,0
726,1
727,0
728,0
729,1
730,1
731,0
732,0
733,1
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,1
743,0
744,1
745,1
746,1
747,0
748,0
749,0
750,1
751,0
752,0
753,1
754,1
755,1
756,0
757,0
758,0
759,1
760,1
761,0
762,1
763,1
764,1
765,1
766,0
767,1
768,1
769,1
770,1
771,0
772,0
773,1
774,1
775,0
776,1
777,0
778,0
779,1
780,1
781,1
782,1
783,0
784,1
785,1
786,1
787,1
788,1
789,0
790,0
791,1
792,1
793,0
794,1
795,1
796,0
797,1
798,0
799,0
800,0
801,1
802,0
803,1
804,0
805,0
806,1
807,0
808,1
809,1
810,1
811,1
812,0
813,0
814,1
815,0
816,1
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,1
825,0
826,0
827,1
828,0
829,0
830,1
831,0
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,0
840,0
841,1
842,1
843,0
844,0
845,0
846,1
847,1
848,1
849,1
850,0
851,1
852,1
853,0
854,0
855,1
856,0
857,1
858,0
859,0
860,0
861,0
862,1
863,1
864,1
865,1
866,1
867,0
868,1
869,1
870,0
871,0
872,1
873,1
874,0
875,0
876,1
877,1
878,1
879,1
880,0
881,1
882,1
883,1
884,1
885,0
886,1
887,1
888,1
889,1
890,1
891,1
892,0
893,1
894,0
895,0
896,0
897,0
898,1
899,1
900,0
901,0
902,1
903,0
904,1
905,1
906,0
907,1
908,0
909,1
910,1
911,0
912,1
913,1
914,1
915,1
916,0
917,1
918,1
919,1
920,0
921,1
922,0
923,1
924,1
925,1
926,0
927,1
928,1
929,0
930,1
931,0
932,0
933,1
934,0
935,1
936,1
937,0
938,0
939,1
940,1
941,1
942,0
943,1
944,0
945,1
946,1
947,0
948,0
949,1
950,1
951,1
952,1
953,0
954,1
955,0
956,1
957,0
958,1
959,0
960,1
961,1
962,0
963,1
964,0
965,0
966,0
967,0
968,1
969,0
970,0
971,0
972,0
973,0
974,0
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,0
983,1
984,0
985,1
986,1
987,1
988,0
989,1
990,1
991,1
992,1
993,1
994,0
995,0
996,1
997,0
998,0
999,1
1000,0
1001,1
1002,1
1003,0
1004,1
1005,0
1006,0
1007,0
1008,0
1009,1
1010,1
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,1
1021,1
1022,0
1023,0
1024,0
1025,1
1026,1
1027,0
1028,0
1029,0
1030,0
1031,1
1032,0
1033,1
1034,0
1035,0
1036,1
1037,1
1038,1
1039,1
1040,1
1041,0
1042,0
1043,1
1044,0
1045,1
1046,0
1047,1
1048,0
1049,1
1050,1
1051,0
1052,1
1053,0
1054,1
1055,1
1056,1
1057,0
1058,1
1059,1
1060,0
1061,1
1062,1
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,1
1070,0
1071,0
1072,0
1073,1
1074,0
1075,1
1076,0
1077,1
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,1
1086,1
1087,1
1088,0
1089,0
1090,1
1091,1
1092,0
1093,1
1094,0
1095,0
1096,1
1097,0
1098,1
1099,1
1100,1
1101,1
1102,0
1103,0
1104,1
1105,1
1106,0
1107,1
1108,0
1109,1
1110,0
1111,1
1112,0
1113,1
1114,0
1115,1
1116,0
1117,1
1118,1
1119,1
1120,0
1121,0
1122,0
1123,0
1124,1
1125,1
1126,1
1127,0
1128,0
1129,0
1130,1
1131,1
1132,1
1133,1
1134,0
1135,0
1136,1
1137,1
1138,0
1139,1
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,0
1147,1
1148,0
1149,1
1150,0
1151,1
1152,1
1153,0
1154,0
1155,0
1156,1
1157,0
1158,0
1159,1
1160,1
1161,0
1162,0
1163,0
1164,0
1165,1
1166,1
1167,1
1168,1
1169,0
1170,0
1171,1
1172,0
1173,0
1174,1
1175,1
1176,0
1177,1
1178,0
1179,1
1180,0
1181,1
1182,0
1183,0
1184,0
1185,0
1186,1
1187,0
1188,1
1189,1
1190,1
1191,0
1192,1
1193,1
1194,0
1195,0
1196,0
1197,1
1198,1
1199,1
1200,0
1201,1
1202,0
1203,1
1204,0
1205,1
1206,1
1207,1
1208,0
1209,1
1210,0
1211,0
1212,0
1213,0
1214,1
1215,1
1216,1
1217,0
1218,1
1219,1
1220,0
1221,1
1222,0
1223,1
1224,1
1225,1
1226,1
1227,0
1228,0
1229,0
1230,1
