,0
0,1
1,1
2,0
3,1
4,1
5,0
6,1
7,0
8,1
9,1
10,0
11,1
12,0
13,1
14,0
15,0
16,0
17,1
18,1
19,0
20,0
21,1
22,1
23,1
24,0
25,1
26,0
27,0
28,1
29,0
30,1
31,0
32,1
33,1
34,1
35,1
36,1
37,0
38,0
39,1
40,0
41,0
42,1
43,0
44,0
45,0
46,1
47,1
48,0
49,0
50,1
51,1
52,1
53,0
54,1
55,0
56,0
57,1
58,1
59,0
60,0
61,1
62,0
63,0
64,0
65,0
66,0
67,0
68,1
69,1
70,1
71,0
72,1
73,1
74,1
75,1
76,1
77,0
78,1
79,0
80,0
81,0
82,0
83,1
84,0
85,0
86,0
87,1
88,1
89,1
90,0
91,1
92,1
93,0
94,0
95,1
96,1
97,0
98,0
99,0
100,0
101,1
102,0
103,0
104,1
105,0
106,0
107,0
108,1
109,1
110,1
111,0
112,1
113,1
114,1
115,1
116,1
117,0
118,0
119,0
120,0
121,0
122,1
123,1
124,1
125,1
126,1
127,0
128,1
129,1
130,1
131,1
132,0
133,0
134,1
135,1
136,0
137,1
138,0
139,1
140,0
141,1
142,0
143,0
144,0
145,0
146,1
147,1
148,0
149,1
150,1
151,0
152,1
153,1
154,1
155,0
156,0
157,1
158,1
159,1
160,1
161,1
162,1
163,0
164,1
165,0
166,1
167,0
168,1
169,1
170,0
171,1
172,0
173,0
174,0
175,0
176,1
177,0
178,0
179,0
180,0
181,0
182,1
183,0
184,1
185,1
186,1
187,1
188,0
189,1
190,0
191,1
192,1
193,0
194,1
195,1
196,1
197,1
198,0
199,1
200,0
201,1
202,1
203,1
204,0
205,0
206,0
207,0
208,1
209,0
210,1
211,0
212,1
213,0
214,1
215,0
216,1
217,0
218,0
219,1
220,0
221,0
222,1
223,0
224,1
225,1
226,1
227,0
228,0
229,0
230,1
231,1
232,0
233,1
234,1
235,1
236,0
237,1
238,0
239,1
240,1
241,0
242,0
243,0
244,0
245,1
246,1
247,0
248,1
249,0
250,1
251,0
252,1
253,1
254,0
255,0
256,0
257,0
258,1
259,0
260,1
261,0
262,0
263,0
264,1
265,0
266,1
267,0
268,0
269,1
270,1
271,1
272,1
273,0
274,1
275,1
276,1
277,1
278,0
279,1
280,1
281,0
282,0
283,1
284,1
285,0
286,0
287,1
288,1
289,0
290,0
291,0
292,1
293,0
294,0
295,0
296,1
297,0
298,0
299,1
300,1
301,1
302,1
303,0
304,0
305,0
306,0
307,0
308,0
309,1
310,0
311,0
312,1
313,1
314,0
315,1
316,0
317,1
318,1
319,1
320,0
321,1
322,0
323,0
324,0
325,1
326,1
327,0
328,0
329,1
330,1
331,0
332,0
333,0
334,1
335,1
336,0
337,0
338,1
339,0
340,0
341,1
342,1
343,1
344,1
345,0
346,0
347,0
348,1
349,1
350,0
351,0
352,1
353,0
354,0
355,1
356,0
357,0
358,1
359,0
360,0
361,0
362,1
363,1
364,1
365,0
366,1
367,1
368,0
369,0
370,1
371,0
372,0
373,0
374,0
375,1
376,0
377,1
378,1
379,0
380,0
381,0
382,1
383,1
384,0
385,0
386,1
387,0
388,0
389,1
390,1
391,0
392,1
393,0
394,0
395,0
396,1
397,1
398,1
399,1
400,1
401,0
402,0
403,0
404,1
405,1
406,0
407,0
408,0
409,0
410,0
411,1
412,1
413,1
414,1
415,0
416,1
417,0
418,1
419,0
420,1
421,1
422,1
423,0
424,1
425,1
426,0
427,1
428,0
429,0
430,0
431,0
432,1
433,1
434,1
435,0
436,0
437,1
438,1
439,0
440,0
441,0
442,0
443,1
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,0
466,1
467,0
468,1
469,1
470,0
471,1
472,1
473,0
474,1
475,0
476,0
477,0
478,0
479,0
480,1
481,0
482,1
483,1
484,1
485,1
486,0
487,1
488,1
489,0
490,0
491,1
492,0
493,1
494,0
495,1
496,0
497,0
498,1
499,1
500,1
501,0
502,1
503,0
504,1
505,0
506,1
507,1
508,0
509,0
510,0
511,0
512,1
513,0
514,0
515,0
516,1
517,1
518,0
519,0
520,1
521,1
522,0
523,0
524,1
525,0
526,0
527,1
528,1
529,0
530,0
531,1
532,0
533,1
534,1
535,1
536,1
537,0
538,0
539,1
540,1
541,0
542,1
543,1
544,1
545,0
546,1
547,1
548,1
549,1
550,0
551,0
552,1
553,0
554,0
555,0
556,1
557,1
558,0
559,0
560,0
561,0
562,1
563,0
564,1
565,1
566,1
567,0
568,0
569,0
570,1
571,0
572,1
573,0
574,1
575,0
576,1
577,1
578,0
579,1
580,1
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,1
589,0
590,0
591,1
592,0
593,0
594,1
595,1
596,0
597,0
598,1
599,0
600,1
601,1
602,0
603,0
604,0
605,1
606,0
607,1
608,1
609,1
610,0
611,1
612,1
613,1
614,0
615,1
616,0
617,0
618,1
619,1
620,0
621,0
622,0
623,1
624,1
625,1
626,0
627,1
628,1
629,0
630,0
631,1
632,0
633,0
634,0
635,0
636,1
637,1
638,0
639,0
640,1
641,1
642,1
643,0
644,1
645,1
646,1
647,0
648,0
649,0
650,1
651,0
652,0
653,1
654,1
655,0
656,0
657,0
658,1
659,1
660,0
661,1
662,0
663,0
664,0
665,1
666,0
667,1
668,1
669,1
670,0
671,0
672,0
673,0
674,1
675,0
676,0
677,1
678,1
679,0
680,0
681,1
682,1
683,1
684,0
685,1
686,1
687,0
688,0
689,0
690,1
691,1
692,1
693,0
694,0
695,0
696,0
697,1
698,0
699,1
700,1
701,1
702,0
703,1
704,0
705,1
706,0
707,0
708,0
709,1
710,0
711,0
712,0
713,0
714,0
715,1
716,0
717,1
718,0
719,0
720,1
721,1
722,0
723,1
724,1
725,1
726,0
727,1
728,1
729,0
730,1
731,1
732,0
733,0
734,1
735,1
736,1
737,0
738,0
739,1
740,1
741,0
742,0
743,1
744,0
745,0
746,0
747,1
748,1
749,0
750,0
751,0
752,1
753,0
754,0
755,1
756,0
757,1
758,0
759,1
760,0
761,1
762,1
763,0
764,1
765,0
766,1
767,1
768,1
769,1
770,1
771,0
772,1
773,0
774,1
775,1
776,0
777,1
778,0
779,1
780,1
781,0
782,0
783,1
784,0
785,0
786,1
787,0
788,0
789,0
790,1
791,0
792,0
793,0
794,1
795,1
796,1
797,0
798,1
799,0
800,1
801,0
802,1
803,1
804,1
805,1
806,0
807,1
808,1
809,1
810,0
811,1
812,0
