,0
0,1
1,0
2,1
3,1
4,1
5,1
6,1
7,0
8,0
9,1
10,1
11,0
12,0
13,0
14,1
15,1
16,1
17,1
18,1
19,0
20,1
21,0
22,1
23,0
24,1
25,1
26,1
27,1
28,0
29,1
30,0
31,1
32,0
33,0
34,1
35,1
36,0
37,1
38,1
39,0
40,1
41,1
42,1
43,0
44,1
45,1
46,1
47,1
48,0
49,0
50,1
51,0
52,1
53,1
54,1
55,1
56,1
57,1
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,0
66,0
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,0
75,1
76,1
77,0
78,1
79,1
80,1
81,0
82,1
83,0
84,0
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,0
93,1
94,1
95,0
96,1
97,0
98,0
99,1
100,1
101,1
102,1
103,0
104,1
105,1
106,0
107,1
108,0
109,0
110,1
111,0
112,1
113,0
114,1
115,0
116,1
117,0
118,1
119,1
120,1
121,1
122,0
123,0
124,1
125,1
126,1
127,0
128,0
129,0
130,1
131,1
132,1
133,0
134,0
135,1
136,0
137,1
138,0
139,1
140,0
141,1
142,1
143,1
144,1
145,0
146,1
147,1
148,1
149,1
150,1
151,1
152,0
153,0
154,1
155,1
156,0
157,0
158,1
159,0
160,0
161,1
162,1
163,1
164,1
165,1
166,0
167,1
168,1
169,1
170,0
171,1
172,0
173,1
174,1
175,1
176,0
177,1
178,0
179,1
180,0
181,1
182,0
183,0
184,1
185,1
186,1
187,1
188,0
189,0
190,1
191,1
192,0
193,1
194,0
195,0
196,1
197,1
198,0
199,0
200,1
201,1
202,0
203,1
204,1
205,0
206,1
207,0
208,0
209,1
210,0
211,1
212,1
213,0
214,0
215,1
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,1
224,1
225,1
226,1
227,0
228,0
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,0
237,1
238,1
239,1
240,1
241,0
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,0
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,0
258,1
259,0
260,0
261,0
262,1
263,1
264,0
265,1
266,0
267,0
268,0
269,1
270,1
271,1
272,1
273,0
274,0
275,0
276,0
277,0
278,1
279,1
280,0
281,1
282,1
283,1
284,1
285,1
286,1
287,0
288,0
289,1
290,0
291,0
292,0
293,0
294,1
295,0
296,1
297,0
298,1
299,0
300,1
301,0
302,0
303,1
304,1
305,1
306,1
307,0
308,0
309,1
310,0
311,1
312,1
313,1
314,1
315,1
316,1
317,0
318,0
319,0
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,0
334,1
335,1
336,0
337,0
338,0
339,1
340,0
341,0
342,0
343,1
344,0
345,0
346,1
347,0
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,0
359,0
360,1
361,1
362,1
363,0
364,0
365,1
366,1
367,0
368,1
369,0
370,1
371,0
372,1
373,1
374,0
375,0
376,0
377,0
378,1
379,1
380,0
381,0
382,0
383,0
384,1
385,1
386,1
387,1
388,1
389,0
390,1
391,1
392,0
393,1
394,0
395,1
396,1
397,1
398,0
399,1
400,0
401,0
402,1
403,0
404,1
405,1
406,1
407,1
408,1
409,1
410,0
411,1
412,0
413,1
414,0
415,1
416,0
417,1
418,1
419,1
420,1
421,1
422,0
423,1
424,0
425,1
426,1
427,1
428,1
429,1
430,1
431,0
432,1
433,1
434,1
435,0
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,0
444,0
445,0
446,0
447,1
448,0
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,0
463,0
464,1
465,0
466,1
467,0
468,0
469,1
470,0
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,0
481,1
482,0
483,0
484,1
485,0
486,1
487,0
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,0
499,1
500,1
501,1
502,0
503,0
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,0
515,1
516,1
517,0
518,0
519,1
520,1
521,0
522,0
523,0
524,0
525,1
526,1
527,1
528,0
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,0
537,1
538,0
539,0
540,0
541,0
542,1
543,1
544,1
545,1
546,1
547,0
548,1
549,1
550,1
551,1
552,1
553,0
554,1
555,1
556,1
557,0
558,1
559,1
560,0
561,0
562,1
563,0
564,1
565,0
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,0
576,1
577,1
578,0
579,0
580,1
581,1
582,1
583,1
584,0
585,1
586,1
587,1
588,1
589,1
590,0
591,0
592,0
593,1
594,0
595,1
596,0
597,0
598,1
599,0
600,0
601,1
602,0
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,0
611,0
612,1
613,1
614,1
615,1
616,1
617,0
618,1
619,1
620,1
621,1
622,1
623,0
624,0
625,0
626,1
627,1
628,1
629,0
630,0
631,1
632,1
633,0
634,0
635,0
636,1
637,1
638,0
639,0
640,1
641,1
642,1
643,0
644,1
645,0
646,1
647,0
648,1
649,1
650,0
651,0
652,1
653,1
654,1
655,1
656,1
657,0
658,1
659,1
660,0
661,1
662,0
663,0
664,1
665,0
666,0
667,0
668,1
669,1
670,1
671,0
672,0
673,1
674,1
675,0
676,1
677,1
678,1
679,1
680,1
681,0
682,1
683,1
684,1
685,1
686,0
687,1
688,0
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,0
698,0
699,1
700,1
701,1
702,1
703,0
704,0
705,1
706,1
707,1
708,0
709,0
710,1
711,1
712,1
713,1
714,1
715,0
716,1
717,1
718,0
719,0
720,1
721,1
722,0
723,0
724,1
725,1
726,0
727,1
728,1
729,0
730,0
731,1
732,1
733,1
734,1
735,1
736,1
737,0
738,0
739,1
740,1
741,1
742,1
743,0
744,0
745,0
746,0
747,0
748,1
749,0
750,1
751,1
752,1
753,0
754,0
755,0
756,1
757,1
758,0
759,0
760,1
761,0
762,0
763,1
764,0
765,0
766,1
767,0
768,0
769,1
770,1
771,1
772,1
773,0
774,1
775,1
776,1
777,0
778,0
779,1
780,1
781,1
782,1
783,1
784,0
785,0
786,0
787,0
788,1
789,1
790,1
791,1
792,0
793,0
794,1
795,0
796,1
797,0
798,1
799,0
800,0
801,1
802,1
803,1
804,1
805,0
806,0
807,1
808,0
809,0
810,1
811,0
812,0
813,0
814,1
815,1
816,1
817,1
818,1
819,1
820,0
821,0
822,0
823,1
824,0
825,0
826,0
827,0
828,1
829,1
830,0
831,1
832,1
833,0
834,1
835,1
836,0
837,1
838,0
839,1
840,1
841,0
842,0
843,1
844,1
845,1
846,0
847,0
848,0
849,1
850,0
851,0
852,1
853,1
854,1
855,0
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,0
864,0
865,1
866,1
867,1
868,1
869,0
870,1
871,1
872,0
873,0
874,0
875,1
876,0
877,1
878,0
879,1
880,1
881,1
882,1
883,0
884,0
885,1
886,0
887,1
888,0
889,1
890,0
891,1
892,1
893,1
894,1
895,1
896,1
897,0
898,0
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,0
907,0
908,1
909,1
910,0
911,1
912,0
913,0
914,1
915,1
916,1
917,0
918,0
919,1
920,1
921,0
922,1
923,1
924,0
925,0
926,0
927,1
928,0
929,1
930,1
931,1
932,0
933,1
934,1
935,1
936,1
937,0
938,1
939,0
940,0
941,1
942,0
943,0
944,1
945,1
946,0
947,0
948,1
949,1
950,1
951,1
952,0
953,1
954,0
955,1
956,0
957,1
958,0
959,1
960,0
961,0
962,1
963,1
964,1
965,0
966,1
967,0
968,0
969,1
970,1
971,1
972,0
973,1
974,1
975,0
976,1
977,0
978,1
979,1
980,1
981,1
982,0
983,0
984,0
985,1
986,1
987,1
988,0
989,0
990,0
991,0
992,0
993,1
994,0
995,0
996,0
997,1
998,0
999,0
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,0
1018,1
1019,0
1020,0
1021,0
1022,1
1023,1
1024,1
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,0
1036,1
1037,1
1038,1
1039,0
1040,1
1041,0
1042,1
1043,1
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,0
1053,1
1054,0
1055,1
1056,1
1057,0
1058,0
1059,0
1060,1
1061,1
1062,0
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,0
1070,0
1071,1
1072,0
1073,1
1074,1
1075,0
1076,1
1077,0
1078,1
1079,1
1080,1
1081,0
1082,1
1083,1
1084,1
1085,0
1086,1
1087,1
1088,0
1089,1
1090,0
1091,1
1092,0
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,0
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,0
1112,0
1113,1
1114,0
1115,0
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,0
1123,1
1124,1
1125,0
1126,1
1127,1
1128,0
1129,0
1130,1
1131,1
1132,0
1133,1
1134,1
1135,0
1136,0
1137,1
1138,1
1139,0
1140,0
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,0
1153,0
1154,1
1155,0
1156,0
1157,1
1158,1
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,0
1166,0
1167,0
1168,1
1169,1
1170,1
1171,1
1172,0
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,0
1180,0
1181,1
1182,0
1183,1
1184,0
1185,1
1186,1
1187,0
1188,1
1189,0
1190,0
1191,1
1192,1
1193,1
1194,1
1195,0
1196,1
1197,1
1198,0
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,0
1216,0
1217,1
1218,0
1219,0
1220,1
1221,0
1222,1
1223,0
1224,1
1225,0
1226,0
1227,0
1228,1
1229,1
1230,1
