,0
0,0
1,0
2,0
3,1
4,0
5,0
6,1
7,1
8,0
9,0
10,0
11,1
12,1
13,0
14,1
15,0
16,0
17,1
18,0
19,0
20,1
21,0
22,1
23,0
24,1
25,0
26,0
27,0
28,1
29,0
30,1
31,0
32,1
33,1
34,0
35,1
36,1
37,0
38,0
39,1
40,1
41,1
42,0
43,0
44,1
45,0
46,0
47,1
48,1
49,1
50,1
51,0
52,1
53,1
54,0
55,0
56,0
57,1
58,0
59,0
60,1
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,1
69,0
70,1
71,1
72,0
73,0
74,0
75,1
76,1
77,0
78,1
79,0
80,0
81,1
82,0
83,0
84,0
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,1
93,0
94,0
95,0
96,0
97,1
98,0
99,1
100,1
101,1
102,0
103,1
104,0
105,1
106,0
107,0
108,1
109,1
110,1
111,1
112,1
113,0
114,1
115,1
116,0
117,0
118,1
119,1
120,1
121,1
122,0
123,0
124,1
125,0
126,1
127,0
128,0
129,1
130,0
131,0
132,0
133,1
134,1
135,1
136,0
137,1
138,1
139,1
140,1
141,1
142,0
143,0
144,1
145,1
146,1
147,1
148,0
149,1
150,1
151,0
152,0
153,0
154,1
155,1
156,0
157,1
158,0
159,1
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,0
168,0
169,1
170,0
171,0
172,1
173,0
174,0
175,1
176,0
177,1
178,1
179,0
180,1
181,1
182,1
183,0
184,0
185,0
186,1
187,0
188,0
189,1
190,0
191,1
192,1
193,0
194,0
195,1
196,0
197,1
198,0
199,1
200,0
201,0
202,0
203,1
204,1
205,0
206,1
207,0
208,1
209,1
210,0
211,0
212,0
213,1
214,1
215,1
216,0
217,0
218,0
219,1
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,1
230,1
231,1
232,0
233,1
234,1
235,0
236,1
237,1
238,0
239,1
240,1
241,1
242,1
243,1
244,0
245,0
246,0
247,0
248,1
249,1
250,0
251,1
252,0
253,1
254,1
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,1
264,0
265,0
266,1
267,1
268,1
269,1
270,1
271,0
272,0
273,0
274,1
275,1
276,1
277,1
278,1
279,0
280,1
281,1
282,1
283,0
284,0
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,0
293,1
294,0
295,0
296,0
297,0
298,1
299,1
300,1
301,0
302,1
303,0
304,1
305,1
306,0
307,1
308,0
309,1
310,1
311,0
312,0
313,1
314,1
315,1
316,1
317,1
318,0
319,0
320,0
321,1
322,1
323,1
324,1
325,1
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,1
334,0
335,0
336,0
337,1
338,1
339,0
340,1
341,1
342,0
343,0
344,0
345,1
346,0
347,1
348,0
349,0
350,0
351,1
352,0
353,1
354,0
355,0
356,1
357,0
358,1
359,1
360,1
361,1
362,0
363,1
364,1
365,0
366,0
367,1
368,1
369,1
370,1
371,1
372,0
373,1
374,0
375,1
376,1
377,0
378,0
379,1
380,1
381,0
382,0
383,0
384,0
385,1
386,1
387,1
388,0
389,1
390,1
391,1
392,1
393,1
394,0
395,0
396,0
397,0
398,1
399,0
400,0
401,1
402,0
403,0
404,1
405,0
406,1
407,0
408,1
409,1
410,0
411,1
412,1
413,0
414,0
415,1
416,0
417,0
418,1
419,1
420,0
421,0
422,1
423,0
424,1
425,0
426,0
427,1
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,1
436,1
437,0
438,0
439,1
440,1
441,0
442,0
443,0
444,1
445,0
446,1
447,0
448,0
449,1
450,0
451,1
452,1
453,1
454,1
455,0
456,0
457,0
458,1
459,1
460,0
461,0
462,0
463,0
464,0
465,0
466,1
467,1
468,1
469,1
470,1
471,0
472,0
473,1
474,1
475,1
476,1
477,1
478,0
479,1
480,0
481,0
482,1
483,0
484,0
485,1
486,1
487,1
488,1
489,0
490,1
491,1
492,1
493,0
494,1
495,1
496,0
497,0
498,1
499,1
500,1
501,0
502,1
503,0
504,1
505,1
506,0
507,1
508,0
509,0
510,1
511,1
512,0
513,1
514,0
515,0
516,0
517,1
518,0
519,1
520,0
521,0
522,0
523,1
524,1
525,1
526,0
527,0
528,0
529,1
530,1
531,1
532,0
