,0
0,1
1,0
2,0
3,1
4,0
5,1
6,0
7,1
8,1
9,0
10,0
11,0
12,1
13,0
14,1
15,1
16,1
17,0
18,1
19,1
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,1
31,1
32,1
33,0
34,1
35,0
36,1
37,0
38,0
39,1
40,1
41,0
42,0
43,0
44,1
45,0
46,1
47,1
48,0
49,0
50,1
51,1
52,0
53,0
54,1
55,0
56,1
57,1
58,1
59,0
60,0
61,1
62,0
63,1
64,1
65,1
66,0
67,1
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,1
77,0
78,1
79,1
80,0
81,0
82,0
83,0
84,0
85,1
86,1
87,0
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,1
99,1
100,0
101,1
102,0
103,0
104,1
105,1
106,0
107,1
108,0
109,1
110,1
111,1
112,0
113,1
114,1
115,0
116,0
117,0
118,0
119,0
120,1
121,0
122,1
123,1
124,0
125,0
126,1
127,1
128,0
129,1
130,1
131,1
132,0
133,0
134,0
135,1
136,0
137,1
138,0
139,0
140,1
141,1
142,0
143,0
144,0
145,1
146,1
147,1
148,1
149,0
150,0
151,0
152,0
153,0
154,1
155,0
156,1
157,1
158,0
159,1
160,1
161,1
162,1
163,1
164,1
165,0
166,1
167,0
168,0
169,0
170,1
171,1
172,0
173,1
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,1
182,1
183,0
184,0
185,1
186,1
187,1
188,0
189,0
190,1
191,0
192,0
193,0
194,1
195,0
196,0
197,1
198,1
199,0
200,0
201,0
202,0
203,0
204,0
205,1
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,1
214,1
215,0
216,1
217,0
218,0
219,1
220,0
221,1
222,1
223,1
224,0
225,1
226,0
227,0
228,0
229,0
230,0
231,1
232,0
233,0
234,0
235,1
236,0
237,1
238,0
239,1
240,1
241,0
242,1
243,1
244,1
245,1
246,1
247,1
248,0
249,1
250,0
251,0
252,1
253,0
254,1
255,0
256,0
257,0
258,1
259,0
260,1
261,1
262,0
263,1
264,1
265,0
266,0
267,1
268,0
269,0
270,1
271,1
272,0
273,1
274,0
275,0
276,1
277,1
278,1
279,0
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,0
288,1
289,0
290,0
291,0
292,0
293,0
294,1
295,1
296,0
297,1
298,1
299,1
300,0
301,0
302,0
303,0
304,1
305,1
306,0
307,0
308,0
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,0
317,0
318,1
319,1
320,0
321,0
322,0
323,1
324,0
325,1
326,1
327,0
328,0
329,1
330,1
331,0
332,1
333,0
334,1
335,1
336,1
337,1
338,0
339,0
340,0
341,0
342,0
343,1
344,0
345,1
346,0
347,0
348,1
349,1
350,1
351,1
352,0
353,0
354,1
355,0
356,0
357,1
358,1
359,0
360,1
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,1
369,1
370,0
371,1
372,0
373,0
374,1
375,1
376,1
377,1
378,1
379,0
380,1
381,1
382,1
383,0
384,1
385,1
386,0
387,0
388,1
389,1
390,0
391,0
392,1
393,1
394,0
395,1
396,0
397,1
398,1
399,0
400,1
401,0
402,0
403,1
404,0
405,0
406,0
407,0
408,1
409,0
410,0
411,1
412,1
413,1
414,1
415,0
416,0
417,1
418,0
419,0
420,0
421,1
422,0
423,0
424,1
425,1
426,0
427,0
428,1
429,0
430,1
431,0
432,0
433,0
434,1
435,0
436,1
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,1
447,0
448,0
449,1
450,0
451,1
452,0
453,1
454,0
455,0
456,0
457,1
458,1
459,0
460,1
461,0
462,1
463,0
464,1
465,1
466,0
467,1
468,1
469,1
470,1
471,0
472,0
473,0
474,1
475,0
476,0
477,1
478,1
479,0
480,1
481,0
482,1
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,1
491,0
492,0
493,1
494,1
495,0
496,1
497,1
498,0
499,0
500,1
501,0
502,0
503,0
504,0
505,1
506,1
507,1
508,0
509,1
510,0
511,1
512,1
513,0
514,0
515,0
516,0
517,0
518,1
519,0
520,1
521,0
522,1
523,0
524,0
525,0
526,0
527,0
528,0
529,1
530,1
531,1
532,1
533,1
534,0
535,1
536,1
537,0
538,0
539,0
540,1
541,1
542,0
543,0
544,0
545,1
546,0
547,1
548,1
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,1
559,0
560,0
561,1
562,0
563,0
564,0
565,1
566,1
567,0
568,1
569,1
570,0
571,1
572,1
573,0
574,1
575,0
576,0
577,0
578,1
579,1
580,0
581,0
582,1
583,0
584,0
585,0
586,0
587,1
588,1
589,1
590,1
591,0
592,0
593,1
594,1
595,1
596,0
597,0
598,1
599,0
600,1
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,1
611,0
612,0
613,0
614,0
615,1
616,0
617,1
618,1
619,0
620,0
621,0
622,1
623,0
624,0
625,1
626,0
627,0
628,0
629,0
630,1
631,1
632,0
633,0
634,1
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,1
644,0
645,0
646,0
647,1
648,1
649,0
650,0
651,1
652,1
653,0
654,1
655,0
656,0
657,0
658,0
659,0
660,1
661,0
662,0
663,1
664,1
665,1
666,1
667,0
668,0
669,0
670,1
671,1
672,1
673,0
674,0
675,0
676,1
677,1
678,0
679,1
680,0
681,0
682,0
683,0
684,0
685,1
686,0
687,1
688,1
689,0
690,0
691,1
692,1
693,0
694,1
695,1
696,0
697,0
698,0
699,0
700,0
701,1
702,1
703,0
704,0
705,0
706,0
707,1
708,0
709,1
710,0
711,0
712,1
713,0
714,1
715,1
716,0
717,1
718,0
719,0
720,0
721,0
722,1
723,0
724,1
725,1
726,0
727,0
728,0
729,0
730,0
731,0
732,1
733,0
734,1
735,0
736,1
737,0
738,0
739,1
740,0
741,0
742,0
743,0
744,0
745,1
746,1
747,1
748,1
749,0
750,1
751,1
752,0
753,1
754,1
755,0
756,1
757,0
758,0
759,0
760,1
761,1
762,0
763,1
764,1
765,0
766,0
767,0
768,1
769,1
770,1
771,1
772,1
773,0
774,0
775,1
776,1
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,1
787,1
788,1
789,0
790,1
791,1
792,0
793,0
794,1
795,0
796,1
797,0
798,0
799,0
800,1
801,1
802,0
803,0
804,1
805,0
806,0
807,0
808,0
809,0
810,1
811,0
812,0
813,1
814,0
815,0
816,0
817,0
818,1
819,0
820,0
821,1
822,0
823,1
824,1
825,0
826,0
827,1
828,0
829,0
830,0
831,0
832,0
833,1
834,1
835,1
836,0
837,0
838,1
839,1
840,1
841,0
842,0
843,0
844,0
845,1
846,1
847,0
848,0
849,1
850,1
851,0
852,1
853,0
854,0
855,1
856,0
857,1
858,0
859,0
860,0
861,1
862,0
863,1
864,0
865,1
866,0
867,1
868,1
869,1
870,1
871,0
872,1
873,1
874,0
875,1
876,1
877,1
878,1
879,0
880,0
881,1
882,1
883,0
884,0
885,1
886,1
887,0
888,1
889,1
890,1
891,1
892,0
893,0
894,0
895,1
896,1
897,1
898,1
899,0
900,0
901,0
902,0
903,1
904,0
905,0
906,1
907,1
908,0
909,0
910,1
911,0
912,1
913,0
914,0
915,1
916,1
917,0
918,1
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,1
929,1
930,1
931,0
932,0
933,0
934,1
935,1
936,0
937,0
938,1
939,1
940,0
941,0
942,1
943,0
944,0
945,1
946,1
947,1
948,0
949,0
950,0
951,1
952,1
953,0
954,0
955,1
956,0
957,1
958,0
959,0
960,1
961,1
962,0
963,1
964,0
965,0
966,0
967,0
968,0
969,1
970,0
971,1
972,1
973,0
974,0
975,0
976,1
977,0
978,0
979,0
980,1
981,1
982,1
983,1
984,1
985,0
986,0
987,1
988,1
989,0
990,0
991,1
992,0
993,1
994,0
995,1
996,1
997,0
998,1
999,1
1000,0
1001,0
1002,1
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,1
1010,0
1011,0
1012,0
1013,0
1014,1
1015,1
1016,0
1017,0
1018,1
1019,0
1020,1
1021,0
1022,1
1023,0
1024,1
1025,1
1026,1
1027,1
1028,1
1029,0
1030,0
1031,1
1032,0
1033,1
1034,0
1035,1
1036,1
1037,0
1038,0
1039,1
1040,1
1041,1
1042,0
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,1
1051,0
1052,1
1053,1
1054,0
1055,0
1056,0
1057,0
1058,0
1059,1
1060,1
1061,1
1062,0
1063,0
1064,1
1065,1
1066,1
1067,1
1068,0
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,0
1077,0
1078,0
1079,0
1080,1
1081,0
1082,1
1083,1
1084,0
1085,0
1086,0
1087,1
1088,0
1089,0
1090,0
1091,1
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,0
1101,0
1102,0
1103,1
1104,0
1105,0
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,1
1114,0
1115,0
1116,0
1117,0
1118,0
1119,1
1120,0
1121,1
1122,0
1123,1
1124,0
1125,0
1126,1
1127,1
1128,0
1129,0
1130,1
1131,1
1132,0
1133,0
1134,1
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,1
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,1
1151,0
1152,0
1153,0
1154,1
1155,0
1156,0
1157,1
1158,0
1159,1
1160,0
1161,0
1162,1
1163,0
1164,1
1165,1
1166,0
1167,0
1168,1
1169,0
1170,1
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,1
1179,1
1180,0
1181,0
1182,0
1183,0
1184,0
1185,1
1186,0
1187,0
1188,1
1189,0
1190,1
1191,0
1192,0
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,0
1200,0
1201,1
1202,1
1203,1
1204,1
1205,1
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
